simID	f0	f1	f2	f3	S_m	thetapi_m	thetaw_m	thetah_m	hprime_m	tajimasd_m	numSing_m	hapdiv_m	rsq_m	D_m	Dprime_m	div_m	S_sd	thetapi_sd	thetaw_sd	thetah_sd	hprime_sd	tajimasd_sd	numSing_sd	hapdiv_sd	rsq_sd	D_sd	Dprime_sd	div_sd
sim15	0.4	0.35	0.0	0.25	1219.73	0.02151	0.07043	0.00893	0.29875	-2.02544	0.0	0.74617	0.01638	0.00088	-0.82988	0.2141	182.22252	0.00888	0.01052	0.00701	0.12186	0.39442	0.0	0.01609	0.00674	0.00144	0.11757	0.0128
sim16	0.05	0.85	0.0	0.1	1024.53	0.03025	0.05916	0.01327	0.47034	-1.44086	0.0	0.73996	0.0307	0.00205	-0.72364	0.2164	174.08215	0.01083	0.01005	0.00788	0.16834	0.43015	0.0	0.01593	0.0093	0.00168	0.11475	0.01529
sim18	0.45	0.5	0.0	0.05	1385.76	0.04441	0.08001	0.0207	0.4895	-1.30613	0.0	0.74096	0.03512	0.00241	-0.69741	0.22777	241.31132	0.01421	0.01393	0.01147	0.1532	0.44401	0.0	0.01538	0.0115	0.00237	0.13277	0.01888
sim19	0.25	0.6	0.05	0.1	1102.31	0.02807	0.06365	0.01215	0.4119	-1.64424	0.0	0.74174	0.02522	0.00147	-0.76005	0.22634	191.64096	0.01023	0.01107	0.0079	0.1367	0.36264	0.0	0.01766	0.00864	0.00124	0.09711	0.01451
sim20	0.1	0.8	0.0	0.1	1046.59	0.03033	0.06043	0.01406	0.44492	-1.45847	0.0	0.74206	0.03031	0.00206	-0.72072	0.21732	205.71924	0.01055	0.01188	0.00797	0.1536	0.41597	0.0	0.01291	0.01053	0.00189	0.12576	0.01483
sim22	0.4	0.55	0.0	0.05	1367.36	0.04519	0.07895	0.01985	0.53248	-1.24891	0.0	0.73727	0.0358	0.003	-0.66612	0.22572	263.08594	0.01375	0.01519	0.01221	0.16675	0.4243	0.0	0.01483	0.01118	0.0026	0.14099	0.01819
sim23	0.55	0.25	0.1	0.1	1204.31	0.02767	0.06954	0.01256	0.36315	-1.76278	0.0	0.74126	0.02221	0.0014	-0.77921	0.23148	190.97563	0.01055	0.01103	0.00975	0.13206	0.42617	0.0	0.01524	0.00835	0.00176	0.12014	0.01727
sim24	0.4	0.0	0.45	0.15	558.13	0.00974	0.03223	0.00413	0.28776	-2.02622	0.0	0.73868	0.01714	0.00072	-0.82909	0.18755	108.13335	0.00324	0.00624	0.00254	0.09608	0.25783	0.0	0.01522	0.00423	0.00065	0.07681	0.00986
sim25	0.25	0.15	0.25	0.35	532.39	0.00741	0.03074	0.00276	0.24977	-2.20417	0.0	0.74425	0.01373	0.00048	-0.86339	0.17172	82.73639	0.00236	0.00478	0.00202	0.06507	0.23591	0.0	0.01507	0.00318	0.00055	0.06987	0.00832
sim26	0.75	0.05	0.1	0.1	1429.27	0.03505	0.08253	0.01744	0.35547	-1.69098	0.0	0.74361	0.0224	0.00151	-0.75479	0.23333	244.05107	0.01232	0.01409	0.01009	0.13217	0.3677	0.0	0.01519	0.00761	0.00141	0.11407	0.01756
sim27	0.0	0.7	0.15	0.15	832.18	0.01603	0.04805	0.00732	0.30094	-1.94068	0.0	0.74407	0.01757	0.00077	-0.82522	0.20936	139.19258	0.00504	0.00804	0.00453	0.09205	0.30269	0.0	0.0144	0.00487	0.00098	0.09326	0.00993
sim31	0.3	0.3	0.05	0.35	841.27	0.011	0.04857	0.00404	0.23935	-2.26283	0.0	0.74395	0.01246	0.00038	-0.87966	0.19698	135.31936	0.00389	0.00781	0.00327	0.0735	0.20991	0.0	0.0158	0.00227	0.00039	0.06164	0.00826
sim32	0.5	0.05	0.25	0.2	778.83	0.01259	0.04497	0.00503	0.28267	-2.09232	0.0	0.74304	0.01591	0.00063	-0.84451	0.20787	143.34186	0.00405	0.00828	0.0034	0.08629	0.27591	0.0	0.01561	0.00466	0.0007	0.08065	0.01013
sim33	0.05	0.3	0.6	0.05	460.4	0.00871	0.02658	0.00386	0.30893	-1.93333	0.0	0.73829	0.01999	0.00084	-0.82332	0.1836	96.24453	0.00291	0.00556	0.00299	0.10589	0.33117	0.0	0.01748	0.00674	0.00103	0.09361	0.00886
sim35	0.25	0.6	0.0	0.15	1156.09	0.02782	0.06675	0.01211	0.39171	-1.72218	0.0	0.74541	0.02331	0.00137	-0.77348	0.22017	177.74247	0.01129	0.01026	0.00819	0.13855	0.401	0.0	0.01436	0.00806	0.00166	0.11371	0.01602
sim36	0.1	0.5	0.05	0.35	808.77	0.01069	0.0467	0.00365	0.25278	-2.24744	0.0	0.74438	0.0128	0.00044	-0.87294	0.19086	126.1551	0.00358	0.00728	0.00307	0.07459	0.24391	0.0	0.01667	0.00314	0.00066	0.07355	0.00957
sim37	0.5	0.45	0.0	0.05	1470.67	0.05082	0.08492	0.02303	0.5364	-1.19063	0.0	0.74216	0.03831	0.00298	-0.66864	0.22217	245.5561	0.01953	0.01418	0.01355	0.21064	0.53784	0.0	0.01342	0.01646	0.00342	0.15701	0.02387
sim40	0.5	0.1	0.05	0.35	901.37	0.01327	0.05204	0.00575	0.24237	-2.17135	0.0	0.74669	0.01361	0.0006	-0.85712	0.20344	142.83123	0.00604	0.00825	0.00496	0.09146	0.35317	0.0	0.01789	0.00496	0.00085	0.10002	0.01056
sim41	0.2	0.7	0.05	0.05	1024.65	0.03216	0.05916	0.01493	0.48328	-1.33141	0.0	0.74041	0.03424	0.0025	-0.69473	0.22662	185.84529	0.01014	0.01073	0.00755	0.17654	0.43476	0.0	0.01558	0.01193	0.00198	0.12182	0.01363
sim42	0.55	0.3	0.0	0.15	1454.92	0.03752	0.08401	0.01611	0.42354	-1.63919	0.0	0.74524	0.0245	0.00156	-0.75136	0.22224	248.1821	0.01452	0.01433	0.00991	0.17101	0.40751	0.0	0.01576	0.00917	0.00135	0.10541	0.01914
sim43	0.75	0.05	0.05	0.15	1557.98	0.0352	0.08996	0.01548	0.36464	-1.77932	0.0	0.74354	0.02122	0.00147	-0.76894	0.23268	246.30174	0.01367	0.01422	0.0104	0.14757	0.43924	0.0	0.01615	0.00984	0.00141	0.11305	0.01932
sim44	0.3	0.0	0.55	0.15	465.12	0.008	0.02686	0.00304	0.30714	-2.02775	0.0	0.74028	0.01789	0.00073	-0.83471	0.17629	81.01232	0.00245	0.00468	0.00197	0.11097	0.31104	0.0	0.01633	0.00857	0.0012	0.0902	0.00751
sim45	0.2	0.55	0.15	0.1	915.74	0.02038	0.05287	0.0094	0.3486	-1.79363	0.0	0.7438	0.02175	0.0012	-0.79205	0.22069	171.18497	0.00818	0.00988	0.0064	0.13759	0.39072	0.0	0.01686	0.00832	0.0015	0.11388	0.01343
sim46	0.1	0.15	0.05	0.7	252.03	0.00373	0.01455	0.00138	0.26124	-2.13597	0.0	0.74465	0.01476	0.00044	-0.85861	0.12148	40.56531	0.00101	0.00234	0.00078	0.08783	0.19024	0.0	0.01774	0.00315	0.00042	0.06096	0.00722
sim47	0.05	0.05	0.25	0.65	216.3	0.00312	0.01249	0.00127	0.23821	-2.15756	0.0	0.73697	0.01459	0.00049	-0.8553	0.10744	32.81214	0.00133	0.00189	0.00102	0.07975	0.26993	0.0	0.01932	0.00359	0.00077	0.08096	0.00657
sim48	0.15	0.2	0.3	0.35	473.32	0.00668	0.02733	0.00242	0.2558	-2.19837	0.0	0.7414	0.01399	0.00043	-0.86467	0.1627	80.2769	0.00232	0.00464	0.00164	0.07315	0.21032	0.0	0.01445	0.00291	0.00042	0.05882	0.00786
sim49	0.2	0.75	0.0	0.05	1128.67	0.03917	0.06517	0.01694	0.56656	-1.16437	0.0	0.73944	0.0389	0.00289	-0.67131	0.22393	189.5455	0.01192	0.01094	0.00878	0.18616	0.43636	0.0	0.01698	0.01295	0.00235	0.13173	0.01513
sim50	0.85	0.0	0.1	0.05	1648.26	0.04818	0.09517	0.02333	0.43152	-1.45359	0.0	0.74383	0.03028	0.00214	-0.71522	0.23586	291.51754	0.01603	0.01683	0.01449	0.15793	0.39067	0.0	0.01601	0.01418	0.0022	0.12336	0.02473
sim51	0.3	0.1	0.2	0.4	513.81	0.00731	0.02967	0.00261	0.26127	-2.19671	0.0	0.74317	0.01368	0.00048	-0.85907	0.16927	76.12705	0.00245	0.0044	0.00192	0.0656	0.20991	0.0	0.01355	0.00265	0.00049	0.06443	0.00797
sim52	0.2	0.35	0.2	0.25	713.91	0.01078	0.04122	0.00425	0.26524	-2.15886	0.0	0.74244	0.01427	0.00055	-0.85417	0.19605	119.13646	0.00372	0.00688	0.00328	0.06914	0.22319	0.0	0.01752	0.00313	0.00052	0.07105	0.00861
sim53	0.35	0.6	0.0	0.05	1259.45	0.03999	0.07272	0.01708	0.519	-1.31739	0.0	0.73998	0.03543	0.00245	-0.69405	0.22829	211.24883	0.01206	0.0122	0.00769	0.1814	0.40994	0.0	0.01605	0.01134	0.00188	0.11991	0.01482
sim54	0.35	0.4	0.15	0.1	1019.07	0.02125	0.05884	0.00903	0.34746	-1.84628	0.0	0.74364	0.02069	0.00105	-0.80251	0.22782	189.58425	0.00683	0.01095	0.00566	0.13453	0.389	0.0	0.01668	0.00764	0.00121	0.1042	0.01322
sim55	0.5	0.3	0.1	0.1	1161.26	0.02775	0.06705	0.01314	0.3562	-1.72798	0.0	0.74438	0.02345	0.00135	-0.778	0.23143	218.31206	0.01192	0.01261	0.00847	0.13783	0.38992	0.0	0.01873	0.00878	0.00137	0.11192	0.01601
sim56	0.05	0.35	0.0	0.6	377.84	0.00516	0.02182	0.0017	0.26075	-2.20904	0.0	0.74524	0.01372	0.00044	-0.85982	0.1474	56.48594	0.00111	0.00326	0.00092	0.06308	0.16108	0.0	0.01621	0.00219	0.00032	0.05347	0.00777
sim57	0.1	0.05	0.5	0.35	339.29	0.0051	0.01959	0.00192	0.2676	-2.13791	0.0	0.73886	0.01496	0.00053	-0.84745	0.13749	56.77624	0.00163	0.00328	0.00123	0.07992	0.22486	0.0	0.01716	0.00338	0.00052	0.06741	0.00665
sim58	0.45	0.5	0.0	0.05	1401.19	0.04617	0.0809	0.01992	0.53892	-1.24842	0.0	0.74188	0.03658	0.00269	-0.67515	0.22601	228.431	0.01352	0.01319	0.00958	0.19672	0.45658	0.0	0.01553	0.01449	0.00241	0.12579	0.01661
sim59	0.45	0.3	0.1	0.15	1136.46	0.02452	0.06562	0.01155	0.33231	-1.83089	0.0	0.74236	0.0198	0.00132	-0.78155	0.2229	223.75864	0.0099	0.01292	0.00814	0.13875	0.40016	0.0	0.01613	0.00838	0.00148	0.11775	0.01452
sim60	0.5	0.1	0.3	0.1	797.45	0.01481	0.04604	0.0059	0.32124	-1.98281	0.0	0.74239	0.01805	0.00075	-0.83014	0.21944	148.22426	0.00555	0.00856	0.00385	0.11441	0.29326	0.0	0.01526	0.00467	0.00078	0.0807	0.01026
sim61	0.35	0.1	0.1	0.45	561.93	0.00754	0.03245	0.00263	0.25208	-2.23843	0.0	0.74643	0.01346	0.00039	-0.87434	0.17421	75.70587	0.00249	0.00437	0.00217	0.06555	0.20441	0.0	0.0169	0.00424	0.00051	0.06092	0.00934
sim62	0.2	0.15	0.45	0.2	499.74	0.00801	0.02885	0.00311	0.2833	-2.09926	0.0	0.74202	0.01605	0.00061	-0.84241	0.17489	84.17438	0.0027	0.00486	0.00217	0.08381	0.25286	0.0	0.01463	0.00436	0.00065	0.07047	0.0087
sim63	0.1	0.6	0.25	0.05	742.68	0.01625	0.04288	0.00717	0.3583	-1.78751	0.0	0.73627	0.02375	0.00134	-0.78422	0.22225	144.13426	0.00573	0.00832	0.00453	0.14326	0.42558	0.0	0.01639	0.01246	0.00177	0.11488	0.01132
sim64	0.55	0.2	0.2	0.05	1040.05	0.02418	0.06005	0.01096	0.36628	-1.73157	0.0	0.74308	0.02312	0.00133	-0.78279	0.23609	208.57154	0.00898	0.01204	0.00607	0.14982	0.41137	0.0	0.01463	0.00831	0.00146	0.1155	0.01276
sim65	0.15	0.5	0.1	0.25	881.19	0.01376	0.05088	0.00519	0.28265	-2.12971	0.0	0.74002	0.01501	0.00063	-0.84833	0.20379	137.68099	0.00493	0.00795	0.00393	0.09874	0.28065	0.0	0.01546	0.00446	0.00064	0.07981	0.01083
sim66	0.65	0.25	0.0	0.1	1747.48	0.05424	0.1009	0.02374	0.49283	-1.37687	0.0	0.74399	0.03214	0.00236	-0.703	0.21701	286.29393	0.02162	0.01653	0.01387	0.19096	0.45527	0.0	0.0145	0.01129	0.00211	0.12891	0.02578
sim67	0.15	0.75	0.0	0.1	1123.6	0.03189	0.06488	0.01501	0.43676	-1.4836	0.0	0.74039	0.02934	0.00223	-0.71839	0.21958	193.34399	0.01094	0.01116	0.01018	0.12824	0.44157	0.0	0.01579	0.01288	0.00234	0.13799	0.01788
sim68	0.6	0.05	0.15	0.2	1029.12	0.01753	0.05942	0.00757	0.28321	-2.04912	0.0	0.7447	0.01622	0.00087	-0.82509	0.22035	167.26839	0.00651	0.00966	0.00503	0.10791	0.35468	0.0	0.01586	0.00635	0.00097	0.10088	0.01301
sim69	0.05	0.5	0.3	0.15	632.94	0.0107	0.03655	0.00441	0.2887	-2.04678	0.0	0.73874	0.01692	0.00066	-0.83374	0.19818	120.44168	0.00357	0.00695	0.00306	0.07702	0.28722	0.0	0.01584	0.00456	0.00076	0.08203	0.00886
sim70	0.45	0.25	0.2	0.1	953.42	0.01938	0.05505	0.00842	0.32977	-1.8982	0.0	0.74368	0.01994	0.00094	-0.82028	0.22718	169.97826	0.00896	0.00981	0.00533	0.15036	0.41452	0.0	0.01621	0.0093	0.00126	0.10188	0.013
sim71	0.7	0.1	0.1	0.1	1329.29	0.03122	0.07675	0.01606	0.33062	-1.72921	0.0	0.74352	0.02217	0.00149	-0.76667	0.23634	233.62939	0.00995	0.01349	0.00906	0.11213	0.35538	0.0	0.0193	0.00778	0.00149	0.12529	0.01599
sim72	0.1	0.1	0.6	0.2	384.93	0.00618	0.02223	0.00256	0.26775	-2.08658	0.0	0.73985	0.01604	0.00061	-0.84342	0.15584	67.01519	0.00199	0.00387	0.00168	0.08536	0.25907	0.0	0.01628	0.00394	0.00063	0.07452	0.00699
sim75	0.5	0.4	0.0	0.1	1474.38	0.04526	0.08513	0.01878	0.50619	-1.40119	0.0	0.74231	0.0321	0.0024	-0.70835	0.22069	255.56919	0.01989	0.01476	0.01142	0.20495	0.52573	0.0	0.01493	0.01522	0.00262	0.14188	0.02415
sim76	0.2	0.0	0.45	0.35	365.92	0.00529	0.02113	0.00202	0.25362	-2.17063	0.0	0.74073	0.01443	0.00049	-0.85615	0.14681	60.97701	0.00174	0.00352	0.00125	0.07265	0.21524	0.0	0.0154	0.00303	0.00049	0.06602	0.00749
sim77	0.15	0.45	0.2	0.2	759.07	0.01312	0.04383	0.00526	0.30069	-2.03704	0.0	0.74248	0.01647	0.00072	-0.83312	0.20174	139.43437	0.00442	0.00805	0.00342	0.10578	0.2921	0.0	0.01806	0.00483	0.00073	0.0833	0.00952
sim78	0.45	0.45	0.05	0.05	1257.43	0.03936	0.0726	0.01698	0.50151	-1.34157	0.0	0.73939	0.03408	0.0026	-0.69094	0.23021	241.21277	0.01551	0.01393	0.00865	0.20249	0.47799	0.0	0.01606	0.01422	0.00217	0.12831	0.01855
sim80	0.45	0.2	0.15	0.2	920.29	0.01581	0.05314	0.00687	0.28435	-2.04159	0.0	0.7425	0.01636	0.00076	-0.83718	0.21559	159.39718	0.00548	0.0092	0.00496	0.10337	0.31711	0.0	0.0147	0.00534	0.00084	0.09483	0.01098
sim81	0.75	0.1	0.0	0.15	1832.73	0.04886	0.10582	0.01921	0.46341	-1.59365	0.0	0.74245	0.02567	0.00177	-0.73546	0.22188	293.76559	0.01867	0.01696	0.01203	0.18731	0.42183	0.0	0.01474	0.0103	0.00183	0.11667	0.02459
sim82	0.8	0.05	0.1	0.05	1586.89	0.04477	0.09163	0.02289	0.39717	-1.5037	0.0	0.74412	0.02886	0.00234	-0.71217	0.23444	265.28905	0.01714	0.01532	0.01438	0.17671	0.48738	0.0	0.01268	0.01316	0.00257	0.14478	0.02329
sim83	0.6	0.25	0.1	0.05	1297.0	0.0357	0.07489	0.01704	0.41013	-1.52485	0.0	0.7436	0.02784	0.0021	-0.71994	0.23741	252.79536	0.01108	0.0146	0.00882	0.15409	0.38669	0.0	0.01544	0.00988	0.00195	0.13216	0.01547
sim84	0.05	0.85	0.0	0.1	1022.39	0.03204	0.05903	0.01492	0.48173	-1.33408	0.0	0.74189	0.03302	0.00231	-0.70457	0.21514	187.52901	0.00978	0.01083	0.0077	0.17649	0.40284	0.0	0.01549	0.01022	0.00172	0.1158	0.01423
sim85	0.65	0.05	0.15	0.15	1115.79	0.02178	0.06443	0.01047	0.29248	-1.9302	0.0	0.74239	0.01769	0.00097	-0.80429	0.22619	200.35662	0.00707	0.01157	0.00606	0.09517	0.3189	0.0	0.01536	0.00556	0.00091	0.09192	0.01238
sim86	0.1	0.25	0.15	0.5	409.74	0.00574	0.02366	0.00213	0.25147	-2.20109	0.0	0.74592	0.01376	0.00042	-0.86643	0.15027	56.9479	0.00182	0.00329	0.00126	0.07783	0.20304	0.0	0.01697	0.00301	0.00041	0.06018	0.00755
sim88	0.35	0.45	0.0	0.2	1246.87	0.02631	0.07199	0.01157	0.34254	-1.86388	0.0	0.74687	0.0189	0.00108	-0.79516	0.21753	195.01026	0.00958	0.01126	0.00698	0.12377	0.36135	0.0	0.01607	0.00652	0.00117	0.10462	0.01606
sim90	0.2	0.7	0.0	0.1	1151.21	0.03288	0.06647	0.01459	0.45815	-1.486	0.0	0.74222	0.02941	0.00187	-0.72766	0.22168	180.95377	0.0098	0.01045	0.0088	0.14094	0.35634	0.0	0.01576	0.00814	0.00164	0.11266	0.01381
sim91	0.4	0.55	0.0	0.05	1357.37	0.04444	0.07837	0.01825	0.54401	-1.27798	0.0	0.74111	0.03649	0.00259	-0.68922	0.22609	270.13684	0.01531	0.0156	0.00983	0.18518	0.40585	0.0	0.01658	0.01222	0.0022	0.12425	0.01781
sim92	0.7	0.2	0.0	0.1	1862.3	0.05743	0.10753	0.02301	0.52227	-1.39112	0.0	0.74312	0.03191	0.00233	-0.69079	0.21895	338.83724	0.02175	0.01956	0.01265	0.17286	0.38804	0.0	0.01637	0.01157	0.00166	0.09678	0.02495
sim94	0.5	0.3	0.15	0.05	1126.79	0.02786	0.06506	0.01251	0.39409	-1.66548	0.0	0.74351	0.02413	0.00153	-0.76085	0.23441	231.74652	0.00915	0.01338	0.00732	0.13696	0.38056	0.0	0.01535	0.00926	0.00151	0.11098	0.01535
sim96	0.45	0.0	0.05	0.5	540.57	0.00769	0.03121	0.00289	0.2536	-2.19982	0.0	0.74786	0.0134	0.0004	-0.87407	0.17229	64.82739	0.00308	0.00374	0.00277	0.06003	0.25729	0.0	0.015	0.00313	0.00053	0.0601	0.00866
sim98	0.25	0.65	0.0	0.1	1197.25	0.03458	0.06913	0.01491	0.47372	-1.46223	0.0	0.74234	0.03051	0.00217	-0.71518	0.21901	207.12122	0.01207	0.01196	0.00844	0.17834	0.44279	0.0	0.01552	0.01196	0.00196	0.12524	0.01614
sim99	0.35	0.55	0.05	0.05	1135.47	0.03369	0.06556	0.01539	0.46179	-1.41462	0.0	0.73922	0.03168	0.0023	-0.70195	0.23193	212.95172	0.01104	0.0123	0.00869	0.16471	0.4614	0.0	0.0141	0.01217	0.00233	0.12722	0.01651
sim100	0.15	0.35	0.05	0.45	597.59	0.00773	0.0345	0.00259	0.24579	-2.25943	0.0	0.7449	0.01273	0.00045	-0.86607	0.17439	87.20904	0.00255	0.00504	0.00188	0.06594	0.21646	0.0	0.0169	0.0027	0.00048	0.0675	0.00833
sim101	0.2	0.25	0.4	0.15	561.5	0.00982	0.03242	0.00395	0.30222	-2.02042	0.0	0.74029	0.01794	0.00073	-0.83356	0.19001	105.80289	0.00344	0.00611	0.00274	0.11319	0.3028	0.0	0.01609	0.00542	0.00072	0.07381	0.00869
sim102	0.2	0.6	0.1	0.1	976.26	0.0238	0.05637	0.01161	0.3594	-1.6852	0.0	0.74099	0.02402	0.00156	-0.76112	0.22124	171.1465	0.00917	0.00988	0.00707	0.1216	0.43591	0.0	0.01526	0.00938	0.0018	0.13051	0.01406
sim103	0.05	0.65	0.15	0.15	834.85	0.01578	0.0482	0.00672	0.3136	-1.95661	0.0	0.74182	0.01861	0.00093	-0.81511	0.21389	150.52564	0.00534	0.00869	0.00442	0.08482	0.31586	0.0	0.01572	0.00644	0.00107	0.10146	0.0102
sim104	0.0	0.8	0.1	0.1	873.86	0.02138	0.05046	0.01045	0.3623	-1.67857	0.0	0.73808	0.0245	0.00166	-0.75076	0.21853	155.34328	0.00688	0.00897	0.00575	0.11463	0.36569	0.0	0.01477	0.00913	0.0016	0.11962	0.01255
sim105	0.2	0.55	0.15	0.1	897.39	0.01865	0.05182	0.00784	0.3497	-1.85243	0.0	0.73775	0.02072	0.00111	-0.79779	0.22363	189.31311	0.00594	0.01093	0.00444	0.11256	0.34134	0.0	0.01655	0.00623	0.00115	0.10227	0.01151
sim106	0.05	0.15	0.1	0.7	235.38	0.00342	0.01359	0.00136	0.24581	-2.14785	0.0	0.7396	0.01444	0.00051	-0.84782	0.11432	36.45248	0.00104	0.0021	0.00087	0.07476	0.22502	0.0	0.01895	0.00277	0.00047	0.06625	0.00687
sim107	0.55	0.15	0.25	0.05	914.28	0.01951	0.05279	0.0089	0.33684	-1.83319	0.0	0.74359	0.02044	0.00095	-0.80826	0.23526	192.96104	0.00708	0.01114	0.00554	0.11594	0.34728	0.0	0.01533	0.00629	0.00101	0.09469	0.01224
sim108	0.5	0.3	0.05	0.15	1280.4	0.0296	0.07393	0.01341	0.36147	-1.76317	0.0	0.74307	0.02153	0.00149	-0.7706	0.2241	212.83593	0.01298	0.01229	0.00887	0.1688	0.45428	0.0	0.0144	0.00908	0.00146	0.11786	0.01707
sim109	0.7	0.1	0.1	0.1	1360.46	0.03257	0.07855	0.0155	0.36063	-1.71004	0.0	0.74489	0.02228	0.00137	-0.76943	0.23424	205.27195	0.01104	0.01185	0.00872	0.13609	0.3854	0.0	0.01476	0.0078	0.00133	0.11567	0.01695
sim111	0.65	0.15	0.1	0.1	1341.63	0.03171	0.07747	0.01495	0.36178	-1.72585	0.0	0.74127	0.02265	0.00142	-0.7662	0.2345	243.42869	0.01062	0.01406	0.00838	0.13312	0.37421	0.0	0.01572	0.00806	0.00109	0.09971	0.01666
sim117	0.55	0.35	0.05	0.05	1427.58	0.04374	0.08243	0.01908	0.48594	-1.37563	0.0	0.74215	0.03202	0.00246	-0.69675	0.23079	246.90963	0.0141	0.01426	0.01007	0.17624	0.42683	0.0	0.01354	0.0125	0.00236	0.13825	0.01806
sim119	0.2	0.0	0.7	0.1	396.48	0.0072	0.02289	0.00324	0.28652	-1.97892	0.0	0.73421	0.01849	0.00086	-0.81296	0.16452	79.88596	0.00221	0.00461	0.00174	0.10338	0.27187	0.0	0.01602	0.00513	0.00084	0.08943	0.00779
sim120	0.3	0.15	0.0	0.55	479.71	0.00655	0.0277	0.00228	0.2539	-2.22244	0.0	0.74346	0.01341	0.00041	-0.87154	0.16643	62.4898	0.00229	0.00361	0.00199	0.06428	0.22744	0.0	0.01687	0.00317	0.00055	0.06453	0.00837
sim122	0.15	0.15	0.55	0.15	458.11	0.00744	0.02645	0.00293	0.28077	-2.08526	0.0	0.73561	0.01635	0.00067	-0.83503	0.17221	87.81488	0.00245	0.00507	0.00184	0.0986	0.24196	0.0	0.01823	0.00377	0.00058	0.07152	0.0087
sim123	0.65	0.15	0.0	0.2	1488.44	0.0311	0.08594	0.01339	0.34107	-1.87506	0.0	0.74443	0.01909	0.0011	-0.8003	0.22429	234.34945	0.01269	0.01353	0.00975	0.13521	0.40106	0.0	0.01626	0.00809	0.00137	0.1093	0.01789
sim124	0.65	0.15	0.1	0.1	1302.99	0.03022	0.07523	0.01371	0.36547	-1.74056	0.0	0.74329	0.02217	0.00139	-0.77004	0.23576	253.0016	0.01109	0.01461	0.00853	0.13163	0.40623	0.0	0.01502	0.00887	0.00132	0.10967	0.01604
sim125	0.4	0.25	0.0	0.35	1009.14	0.01329	0.05827	0.00501	0.23952	-2.24598	0.0	0.74722	0.01272	0.00049	-0.87309	0.20511	169.46815	0.00504	0.00979	0.00437	0.0783	0.28847	0.0	0.0162	0.00462	0.00067	0.08428	0.01047
sim126	0.55	0.35	0.05	0.05	1395.49	0.04109	0.08058	0.01848	0.46426	-1.43681	0.0	0.74132	0.02987	0.00224	-0.70865	0.23156	260.01296	0.01383	0.01501	0.01021	0.1648	0.42379	0.0	0.01708	0.01112	0.00197	0.1209	0.01858
sim127	0.1	0.0	0.75	0.15	336.42	0.00581	0.01942	0.00247	0.28321	-2.02292	0.0	0.73788	0.01739	0.00055	-0.83692	0.1477	57.59212	0.00166	0.00333	0.00134	0.08464	0.24144	0.0	0.01667	0.00398	0.00049	0.06015	0.00682
sim129	0.1	0.35	0.35	0.2	552.86	0.00913	0.03192	0.00388	0.27179	-2.07744	0.0	0.73894	0.01585	0.00064	-0.83779	0.1847	99.83775	0.00313	0.00576	0.00265	0.07991	0.26387	0.0	0.01784	0.00367	0.00069	0.07739	0.00815
sim130	0.7	0.05	0.2	0.05	1093.2	0.02569	0.06312	0.01317	0.33248	-1.72784	0.0	0.7428	0.02315	0.00142	-0.77963	0.23749	204.66484	0.0098	0.01182	0.00867	0.13264	0.42461	0.0	0.01539	0.00822	0.00115	0.10765	0.01621
sim131	0.4	0.0	0.2	0.4	538.59	0.00751	0.0311	0.00284	0.24932	-2.20372	0.0	0.74255	0.01386	0.0005	-0.86097	0.17132	87.14067	0.00286	0.00503	0.00235	0.07095	0.26327	0.0	0.01773	0.00354	0.00071	0.0802	0.00811
sim132	0.3	0.4	0.0	0.3	1066.52	0.01594	0.06158	0.00618	0.26669	-2.15978	0.0	0.74535	0.01401	0.00062	-0.85428	0.20926	168.11483	0.0066	0.00971	0.00511	0.10246	0.32915	0.0	0.01437	0.00555	0.00076	0.08446	0.01099
sim133	0.05	0.15	0.65	0.15	376.99	0.00662	0.02177	0.00289	0.28136	-2.00908	0.0	0.73852	0.01744	0.00078	-0.82361	0.15844	78.53616	0.00211	0.00453	0.00177	0.09868	0.25166	0.0	0.01583	0.00412	0.00077	0.08585	0.00705
sim134	0.0	0.45	0.35	0.2	532.61	0.00869	0.03075	0.00357	0.27681	-2.0791	0.0	0.74057	0.01642	0.00055	-0.84998	0.18267	101.56034	0.00255	0.00586	0.00228	0.08817	0.24461	0.0	0.01424	0.00382	0.00056	0.06675	0.00844
sim136	0.05	0.6	0.2	0.15	784.24	0.01383	0.04528	0.00597	0.29134	-2.02367	0.0	0.741	0.0169	0.00077	-0.82852	0.20819	149.15473	0.00481	0.00861	0.00382	0.07947	0.29962	0.0	0.01552	0.00485	0.00099	0.09488	0.01002
sim138	0.4	0.4	0.1	0.1	1099.71	0.02582	0.0635	0.01215	0.35829	-1.7246	0.0	0.7436	0.02314	0.00149	-0.77135	0.23037	220.58514	0.00907	0.01274	0.00763	0.11942	0.40253	0.0	0.0157	0.00956	0.00172	0.11814	0.0135
sim139	0.15	0.1	0.55	0.2	427.45	0.00681	0.02468	0.00277	0.27097	-2.09111	0.0	0.74213	0.01585	0.00049	-0.86278	0.16263	78.82154	0.00213	0.00455	0.00182	0.08277	0.26754	0.0	0.01797	0.00443	0.00056	0.06792	0.00801
sim140	0.05	0.2	0.0	0.75	232.52	0.00323	0.01343	0.00126	0.23731	-2.17729	0.0	0.74093	0.01422	0.0004	-0.86166	0.11708	37.67792	0.001	0.00218	0.00074	0.07342	0.20677	0.0	0.01769	0.00265	0.0004	0.06129	0.00601
