simID	f0	f1	f2	f3	S_m	thetapi_m	thetaw_m	thetah_m	hprime_m	tajimasd_m	numSing_m	hapdiv_m	rsq_m	D_m	Dprime_m	div_m	S_sd	thetapi_sd	thetaw_sd	thetah_sd	hprime_sd	tajimasd_sd	numSing_sd	hapdiv_sd	rsq_sd	D_sd	Dprime_sd	div_sd
sim42	0.25	0.2	0.55	0.0	324.24	0.00198	0.00266	0.00073	0.7992	-0.81682	0.0	0.74554	0.10863	0.00786	-0.49237	0.79952	60.23978	0.00035	0.0005	0.00031	0.16241	0.46223	0.0	0.04755	0.02246	0.00719	0.19825	0.00253
sim43	0.35	0.4	0.0	0.25	453.52	0.00338	0.00373	0.00123	0.97113	-0.30275	0.0	0.7308	0.13915	0.01313	-0.36508	0.76335	109.58586	0.00094	0.0009	0.00067	0.19421	0.56494	0.0	0.04461	0.02949	0.00962	0.20009	0.00305
sim44	0.15	0.0	0.75	0.1	231.38	0.00139	0.0019	0.00051	0.78192	-0.85758	0.0	0.73609	0.11146	0.00774	-0.50025	0.73856	47.27093	0.00025	0.00039	0.00029	0.17956	0.49735	0.0	0.04849	0.02725	0.00688	0.1939	0.00293
sim45	0.1	0.2	0.4	0.3	215.19	0.00138	0.00177	0.00052	0.82399	-0.67852	0.0	0.73007	0.11952	0.01081	-0.40881	0.67502	52.32314	0.0003	0.00043	0.00024	0.16751	0.50677	0.0	0.04674	0.02541	0.00782	0.21299	0.00257
sim46	0.35	0.2	0.05	0.4	297.21	0.00214	0.00244	0.00078	0.94706	-0.39862	0.0	0.74165	0.13662	0.01152	-0.40014	0.67848	64.66109	0.00054	0.00053	0.00037	0.20521	0.49831	0.0	0.05217	0.03148	0.0086	0.17814	0.00274
sim47	0.25	0.4	0.05	0.3	353.05	0.00258	0.0029	0.00101	0.91887	-0.34608	0.0	0.74133	0.13499	0.01127	-0.39081	0.72969	68.13361	0.00056	0.00056	0.00046	0.21342	0.46777	0.0	0.04786	0.02599	0.00738	0.1784	0.00295
sim48	0.05	0.2	0.55	0.2	223.18	0.00142	0.00183	0.00055	0.79963	-0.69807	0.0	0.74408	0.1126	0.00844	-0.46559	0.70929	50.36541	0.00028	0.00041	0.00026	0.17466	0.46829	0.0	0.05124	0.02257	0.00711	0.19727	0.00273
sim49	0.05	0.55	0.2	0.2	309.18	0.00212	0.00254	0.00081	0.87295	-0.50251	0.0	0.74003	0.1253	0.01025	-0.42442	0.75238	65.73122	0.00043	0.00054	0.00041	0.19207	0.52203	0.0	0.04707	0.02677	0.00855	0.20214	0.00267
sim50	0.25	0.05	0.2	0.5	175.55	0.00122	0.00144	0.00047	0.88242	-0.46579	0.0	0.7402	0.12923	0.01011	-0.43185	0.577	38.75183	0.00028	0.00032	0.00022	0.19887	0.50389	0.0	0.0523	0.0313	0.00918	0.20732	0.00321
sim51	0.1	0.3	0.45	0.15	273.54	0.00173	0.00225	0.00066	0.80204	-0.71179	0.0	0.74267	0.11508	0.00867	-0.46783	0.74678	66.43694	0.00039	0.00055	0.00035	0.18728	0.54736	0.0	0.05151	0.02808	0.0083	0.22655	0.00297
sim52	0.0	0.35	0.55	0.1	258.21	0.00159	0.00212	0.00059	0.79363	-0.80239	0.0	0.74529	0.11119	0.00748	-0.49707	0.75725	55.72992	0.00033	0.00046	0.00028	0.13522	0.48643	0.0	0.04624	0.02208	0.00607	0.1815	0.00272
sim53	0.05	0.8	0.05	0.1	468.67	0.00314	0.00385	0.00114	0.88427	-0.60866	0.0	0.74453	0.11964	0.00912	-0.44729	0.80824	92.95639	0.00071	0.00076	0.00062	0.18116	0.40991	0.0	0.05239	0.01951	0.00657	0.16969	0.00261
sim54	0.0	0.75	0.05	0.2	388.66	0.00279	0.00319	0.00113	0.87737	-0.39673	0.0	0.74719	0.12802	0.01009	-0.42561	0.76981	77.93771	0.0006	0.00064	0.0006	0.21028	0.51718	0.0	0.04724	0.02792	0.00851	0.20565	0.00271
sim55	0.15	0.0	0.2	0.65	112.68	0.0008	0.00093	0.00031	0.87065	-0.39337	0.0	0.73415	0.13186	0.01088	-0.41138	0.43947	24.92084	0.0002	0.0002	0.00018	0.20447	0.64918	0.0	0.0454	0.02936	0.00945	0.21399	0.00337
sim56	0.0	0.25	0.15	0.6	141.53	0.00102	0.00116	0.00041	0.87575	-0.36849	0.0	0.73856	0.132	0.01162	-0.39473	0.49611	31.14627	0.00027	0.00026	0.00022	0.20031	0.65396	0.0	0.04521	0.03563	0.01089	0.23505	0.00312
sim57	0.85	0.0	0.05	0.1	589.91	0.00433	0.00485	0.00163	0.95227	-0.33013	0.0	0.73987	0.13371	0.01223	-0.37562	0.82387	122.70603	0.00104	0.00101	0.00083	0.18336	0.58772	0.0	0.05288	0.03151	0.00857	0.18985	0.00264
sim58	0.45	0.25	0.15	0.15	402.18	0.00271	0.00331	0.001	0.8791	-0.57376	0.0	0.73734	0.1241	0.00958	-0.44991	0.7866	83.13205	0.00062	0.00068	0.00061	0.20401	0.53163	0.0	0.0533	0.02592	0.0085	0.18953	0.0029
sim59	0.6	0.0	0.4	0.0	388.81	0.00242	0.0032	0.00087	0.81447	-0.8041	0.0	0.75138	0.1085	0.00691	-0.50854	0.81714	74.79679	0.00052	0.00061	0.00039	0.15223	0.41629	0.0	0.04576	0.01932	0.00559	0.15609	0.00239
sim60	0.05	0.3	0.55	0.1	258.66	0.00156	0.00213	0.00057	0.79072	-0.84181	0.0	0.72958	0.11146	0.00729	-0.48969	0.75746	57.30253	0.00032	0.00047	0.00026	0.14517	0.46137	0.0	0.05148	0.01992	0.00523	0.15629	0.00243
sim61	0.65	0.0	0.05	0.3	388.07	0.00297	0.00319	0.00119	0.94823	-0.20632	0.0	0.73836	0.1403	0.01221	-0.37318	0.74003	82.95615	0.00073	0.00068	0.00066	0.20423	0.54497	0.0	0.05266	0.0304	0.0094	0.19449	0.00328
sim62	0.1	0.65	0.2	0.05	410.44	0.0026	0.00337	0.0009	0.85914	-0.74359	0.0	0.73958	0.11413	0.00851	-0.47126	0.81136	71.96749	0.00049	0.00059	0.00044	0.13754	0.48574	0.0	0.0484	0.02324	0.00637	0.1624	0.00267
sim63	0.0	0.85	0.05	0.1	449.27	0.00304	0.00369	0.0011	0.89082	-0.57045	0.0	0.73955	0.12222	0.00967	-0.4471	0.80732	101.18169	0.00072	0.00083	0.00056	0.18261	0.46488	0.0	0.05089	0.0225	0.00681	0.17035	0.00268
sim64	0.7	0.2	0.0	0.1	681.59	0.00509	0.0056	0.00177	1.0096	-0.28478	0.0	0.7467	0.13379	0.01211	-0.37716	0.82655	130.80065	0.00111	0.00108	0.00086	0.19111	0.52728	0.0	0.04955	0.02643	0.00877	0.18251	0.00181
sim65	0.6	0.1	0.25	0.05	398.38	0.00265	0.00327	0.00098	0.86533	-0.58921	0.0	0.74471	0.11737	0.00875	-0.44928	0.81447	93.32075	0.00056	0.00077	0.00041	0.15012	0.49932	0.0	0.0428	0.02251	0.00712	0.18423	0.00238
sim66	0.15	0.05	0.45	0.35	192.29	0.00122	0.00158	0.00045	0.8109	-0.71853	0.0	0.74039	0.11541	0.00821	-0.47716	0.63796	43.3602	0.0003	0.00036	0.00024	0.15819	0.60945	0.0	0.04833	0.02655	0.00747	0.19291	0.00319
sim67	0.3	0.0	0.35	0.35	210.32	0.00144	0.00173	0.00056	0.86058	-0.50588	0.0	0.74013	0.1256	0.01044	-0.42175	0.65674	45.62581	0.00032	0.00038	0.00024	0.18922	0.58179	0.0	0.04023	0.02972	0.00889	0.19775	0.00293
sim68	0.15	0.5	0.35	0.0	367.15	0.0023	0.00302	0.00084	0.81892	-0.76045	0.0	0.73469	0.11479	0.00902	-0.46032	0.81579	75.28885	0.00044	0.00062	0.00045	0.1657	0.45508	0.0	0.04758	0.0227	0.00696	0.19539	0.00231
sim69	0.2	0.0	0.65	0.15	226.96	0.00144	0.00187	0.00059	0.77152	-0.70511	0.0	0.74236	0.11636	0.00779	-0.49341	0.72595	47.91067	0.00026	0.00039	0.00028	0.19002	0.50604	0.0	0.04855	0.02587	0.0076	0.20716	0.00263
sim70	0.05	0.15	0.8	0.0	266.97	0.00157	0.00219	0.00058	0.76994	-0.91355	0.0	0.73896	0.1065	0.00798	-0.48249	0.7751	58.58611	0.00033	0.00048	0.0003	0.15809	0.46851	0.0	0.04089	0.02208	0.00608	0.18821	0.0029
sim71	0.5	0.0	0.2	0.3	281.12	0.00199	0.00231	0.0008	0.86581	-0.422	0.0	0.75233	0.12727	0.01061	-0.41651	0.71241	73.59626	0.00049	0.0006	0.0004	0.21499	0.50976	0.0	0.05298	0.02884	0.00916	0.21878	0.00298
sim72	0.55	0.1	0.25	0.1	370.98	0.00245	0.00305	0.00095	0.83669	-0.62481	0.0	0.73963	0.1191	0.00955	-0.44472	0.79571	74.89777	0.00051	0.00062	0.00047	0.18834	0.47968	0.0	0.04808	0.02613	0.00823	0.19094	0.0024
sim73	0.25	0.4	0.2	0.15	352.74	0.00234	0.0029	0.00083	0.88165	-0.60884	0.0	0.73971	0.1194	0.00952	-0.44736	0.77653	77.13606	0.00055	0.00063	0.00039	0.18309	0.52826	0.0	0.05044	0.02782	0.00754	0.19382	0.00303
sim74	0.0	0.2	0.45	0.35	175.07	0.00117	0.00144	0.0005	0.78676	-0.57125	0.0	0.74703	0.11896	0.00956	-0.45829	0.63499	39.90677	0.00028	0.00033	0.00027	0.18749	0.56722	0.0	0.05079	0.02884	0.00986	0.23042	0.00296
sim75	0.15	0.25	0.6	0.0	299.52	0.00183	0.00246	0.00068	0.78772	-0.78873	0.0	0.74734	0.11116	0.00733	-0.49414	0.79389	76.70743	0.00038	0.00063	0.0003	0.16119	0.53463	0.0	0.04907	0.02428	0.00631	0.1815	0.00237
sim76	0.2	0.35	0.1	0.35	272.15	0.00194	0.00224	0.00076	0.89308	-0.39618	0.0	0.74147	0.13054	0.01078	-0.41854	0.6945	61.8366	0.00043	0.00051	0.00041	0.20916	0.55172	0.0	0.04505	0.02674	0.00866	0.2045	0.00309
sim77	0.35	0.1	0.1	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim78	0.0	0.15	0.5	0.35	181.4	0.00112	0.00149	0.00041	0.81005	-0.76332	0.0	0.74151	0.11294	0.00835	-0.47744	0.62725	40.86539	0.00021	0.00034	0.00019	0.16958	0.50033	0.0	0.04506	0.02351	0.00683	0.19272	0.00263
sim79	0.05	0.35	0.5	0.1	283.33	0.00169	0.00233	0.0006	0.79526	-0.87267	0.0	0.73709	0.1109	0.00822	-0.47855	0.76253	62.49429	0.00035	0.00051	0.00027	0.12861	0.47373	0.0	0.04821	0.02638	0.007	0.17741	0.00283
sim80	0.0	0.0	0.4	0.6	105.86	0.00069	0.00087	0.00026	0.81996	-0.62777	0.0	0.73606	0.11997	0.00852	-0.46034	0.43761	25.26187	0.00018	0.00021	0.00013	0.15981	0.54552	0.0	0.04561	0.02642	0.00744	0.18928	0.00297
sim81	0.2	0.75	0.0	0.05	585.26	0.00407	0.00481	0.00151	0.90798	-0.49631	0.0	0.74112	0.12708	0.01063	-0.41244	0.83186	120.78846	0.00089	0.00099	0.00071	0.17773	0.50193	0.0	0.04999	0.027	0.00831	0.19195	0.00241
sim82	0.25	0.2	0.5	0.05	308.05	0.00186	0.00253	0.00069	0.78915	-0.84541	0.0	0.73931	0.1077	0.00685	-0.51055	0.78542	65.72738	0.00036	0.00054	0.00033	0.1393	0.45141	0.0	0.05074	0.0201	0.00628	0.18227	0.00271
sim83	0.2	0.6	0.05	0.15	440.72	0.00321	0.00362	0.00122	0.93312	-0.3514	0.0	0.74349	0.13141	0.01188	-0.38052	0.79302	94.66625	0.00074	0.00078	0.00056	0.20671	0.50111	0.0	0.05515	0.03001	0.00974	0.20969	0.00288
sim84	0.55	0.25	0.2	0.0	454.01	0.00305	0.00373	0.00113	0.8775	-0.59408	0.0	0.73491	0.12308	0.01022	-0.42301	0.83375	83.90657	0.00077	0.00069	0.00055	0.18417	0.54834	0.0	0.0445	0.0261	0.00695	0.17685	0.00231
sim85	0.1	0.05	0.15	0.7	101.97	0.00071	0.00084	0.00027	0.86392	-0.48543	0.0	0.73945	0.13221	0.01037	-0.42214	0.3976	24.18968	0.0002	0.0002	0.00016	0.21518	0.61776	0.0	0.05295	0.0346	0.00801	0.19322	0.00291
sim86	0.0	0.45	0.55	0.0	303.96	0.00187	0.0025	0.00072	0.77316	-0.80235	0.0	0.7438	0.10958	0.00773	-0.48418	0.79601	64.91314	0.00037	0.00053	0.00032	0.19837	0.43463	0.0	0.04751	0.02216	0.00623	0.16906	0.00263
sim87	0.3	0.15	0.1	0.45	227.98	0.00171	0.00187	0.00068	0.9102	-0.23216	0.0	0.74506	0.13985	0.01233	-0.3861	0.63516	54.90524	0.00039	0.00045	0.00035	0.21429	0.65979	0.0	0.04624	0.04091	0.01426	0.24752	0.00312
sim88	0.75	0.2	0.05	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim89	0.0	0.6	0.0	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim90	0.25	0.25	0.15	0.35	266.75	0.00191	0.00219	0.00073	0.91433	-0.37364	0.0	0.73874	0.13203	0.01136	-0.39085	0.68714	57.55566	0.00041	0.00047	0.00038	0.18857	0.57991	0.0	0.04729	0.02673	0.00763	0.18277	0.00313
sim91	0.4	0.55	0.05	0.0	604.94	0.00404	0.00497	0.00148	0.88449	-0.59593	0.0	0.74639	0.12194	0.00965	-0.44722	0.84559	130.06982	0.0009	0.00107	0.0007	0.16005	0.51525	0.0	0.04636	0.02904	0.00801	0.18922	0.0024
sim92	0.45	0.25	0.3	0.0	405.3	0.00259	0.00333	0.00101	0.81025	-0.71737	0.0	0.74035	0.11364	0.00825	-0.48055	0.82421	77.81739	0.00051	0.00064	0.00051	0.15484	0.46276	0.0	0.05388	0.02349	0.00739	0.19673	0.00246
sim93	0.45	0.05	0.15	0.35	265.67	0.00193	0.00218	0.00081	0.87272	-0.31294	0.0	0.73796	0.13376	0.01206	-0.38537	0.69211	63.90429	0.00046	0.00053	0.00042	0.1871	0.6679	0.0	0.04587	0.03754	0.01214	0.24332	0.00332
sim94	0.15	0.3	0.45	0.1	297.4	0.00185	0.00244	0.00067	0.82138	-0.75569	0.0	0.74425	0.11315	0.00851	-0.47854	0.76878	65.61735	0.00038	0.00054	0.00034	0.15286	0.53502	0.0	0.04382	0.02883	0.00839	0.20314	0.00265
sim95	0.25	0.15	0.45	0.15	265.58	0.00162	0.00218	0.0006	0.78873	-0.81292	0.0	0.74241	0.11049	0.00746	-0.5013	0.74915	55.15693	0.00028	0.00045	0.00028	0.15796	0.46033	0.0	0.04801	0.02125	0.00566	0.16314	0.00246
sim96	0.45	0.15	0.4	0.0	367.71	0.00231	0.00302	0.00085	0.82939	-0.75224	0.0	0.74103	0.11244	0.00762	-0.49193	0.81521	78.29861	0.00049	0.00064	0.00044	0.17735	0.48616	0.0	0.05057	0.02498	0.00715	0.17716	0.00243
sim97	0.4	0.3	0.05	0.25	386.67	0.00279	0.00318	0.00106	0.92078	-0.38443	0.0	0.75202	0.13166	0.01009	-0.43345	0.75658	76.8258	0.00064	0.00063	0.00047	0.20712	0.53781	0.0	0.04984	0.03282	0.00959	0.19567	0.00212
sim98	0.65	0.15	0.1	0.1	521.73	0.00353	0.00429	0.00122	0.91158	-0.56241	0.0	0.74655	0.12207	0.00915	-0.45469	0.81425	120.15603	0.00087	0.00099	0.00061	0.18349	0.5217	0.0	0.0465	0.02406	0.0066	0.16173	0.00223
sim99	0.05	0.35	0.45	0.15	263.68	0.00174	0.00217	0.00071	0.79802	-0.60625	0.0	0.73666	0.12114	0.01009	-0.43363	0.7455	63.92939	0.0004	0.00053	0.00037	0.17658	0.52473	0.0	0.04956	0.02567	0.0086	0.2317	0.00266
sim100	0.25	0.05	0.55	0.15	253.61	0.00159	0.00208	0.00059	0.81603	-0.76133	0.0	0.74244	0.11381	0.00784	-0.48597	0.73771	54.81445	0.00035	0.00045	0.00032	0.18073	0.46562	0.0	0.0506	0.02199	0.00648	0.17872	0.00278
sim101	0.15	0.75	0.05	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim102	0.45	0.05	0.1	0.4	268.07	0.00202	0.0022	0.00077	0.95386	-0.25221	0.0	0.74644	0.13707	0.01116	-0.39335	0.67143	65.0981	0.0005	0.00054	0.00034	0.19565	0.49373	0.0	0.05413	0.02918	0.00797	0.18387	0.00288
sim103	0.0	0.1	0.85	0.05	236.95	0.00134	0.00195	0.00046	0.77529	-0.97289	0.0	0.73608	0.10752	0.00721	-0.51476	0.74868	59.44055	0.00027	0.00049	0.00022	0.13906	0.45794	0.0	0.04581	0.02215	0.00629	0.18836	0.00272
sim104	0.3	0.25	0.25	0.2	301.18	0.002	0.00248	0.00076	0.83852	-0.60159	0.0	0.74916	0.11976	0.00913	-0.46994	0.75027	67.35064	0.00047	0.00055	0.00038	0.17924	0.57206	0.0	0.04422	0.02544	0.00735	0.18846	0.00305
sim105	0.1	0.55	0.05	0.3	332.55	0.00239	0.00273	0.00094	0.89408	-0.40022	0.0	0.7448	0.1295	0.0098	-0.41802	0.72663	77.01323	0.00059	0.00063	0.00047	0.18508	0.49224	0.0	0.0483	0.02662	0.0078	0.18158	0.0029
sim106	0.2	0.0	0.3	0.5	153.62	0.00105	0.00126	0.0004	0.86235	-0.53018	0.0	0.74398	0.12358	0.00902	-0.45896	0.55601	34.64678	0.00026	0.00028	0.00021	0.18879	0.55006	0.0	0.04843	0.02795	0.00765	0.18781	0.0034
sim107	0.2	0.25	0.35	0.2	283.45	0.00183	0.00233	0.00066	0.84177	-0.67249	0.0	0.73653	0.12093	0.00971	-0.45461	0.73647	57.97516	0.00039	0.00048	0.00036	0.17846	0.61821	0.0	0.04812	0.03417	0.00898	0.20017	0.00227
sim108	0.3	0.1	0.3	0.3	243.69	0.00163	0.002	0.00065	0.83503	-0.57118	0.0	0.73643	0.12354	0.00947	-0.44746	0.69335	53.11179	0.00037	0.00044	0.00033	0.17987	0.55179	0.0	0.05397	0.03067	0.00926	0.20996	0.00295
sim109	0.4	0.1	0.35	0.15	303.0	0.00197	0.00249	0.00078	0.80794	-0.64732	0.0	0.7401	0.11954	0.00906	-0.45636	0.76295	65.62751	0.00043	0.00054	0.0004	0.18718	0.57663	0.0	0.04886	0.02986	0.008	0.20135	0.00255
sim110	0.3	0.15	0.25	0.3	254.41	0.00169	0.00209	0.00064	0.85238	-0.59431	0.0	0.74233	0.12304	0.0093	-0.44315	0.70081	62.71341	0.00041	0.00052	0.00031	0.17878	0.50422	0.0	0.05191	0.02688	0.00773	0.1896	0.00265
sim111	0.1	0.9	0.0	0.0	596.47	0.00415	0.0049	0.00156	0.8988	-0.47714	0.0	0.73745	0.12672	0.00976	-0.43057	0.84455	123.01231	0.0008	0.00101	0.00081	0.20137	0.48709	0.0	0.04866	0.02548	0.00733	0.17875	0.00273
sim112	0.25	0.1	0.25	0.4	205.54	0.00142	0.00169	0.00056	0.85017	-0.51284	0.0	0.74245	0.1228	0.00917	-0.44471	0.64007	47.10389	0.00033	0.00039	0.00028	0.1845	0.4519	0.0	0.04872	0.02469	0.00798	0.20525	0.00331
sim113	0.0	0.55	0.35	0.1	326.47	0.00203	0.00268	0.00076	0.80404	-0.78537	0.0	0.74733	0.10961	0.00729	-0.49407	0.77735	76.84294	0.00047	0.00063	0.00036	0.13627	0.43219	0.0	0.0516	0.01803	0.0055	0.16264	0.00273
sim114	0.8	0.05	0.15	0.0	542.15	0.00365	0.00446	0.0014	0.86084	-0.58115	0.0	0.73276	0.12127	0.00989	-0.43021	0.842	106.70893	0.0008	0.00088	0.00075	0.20854	0.49497	0.0	0.05222	0.026	0.00763	0.19175	0.00219
sim115	0.1	0.15	0.55	0.2	229.72	0.00141	0.00189	0.00052	0.79472	-0.80131	0.0	0.74106	0.11169	0.0075	-0.50206	0.71082	47.55201	0.00028	0.00039	0.00026	0.14162	0.48941	0.0	0.04709	0.02199	0.00747	0.20007	0.00297
sim116	0.35	0.15	0.45	0.05	316.25	0.00202	0.0026	0.00075	0.82375	-0.71005	0.0	0.74204	0.11654	0.00865	-0.46246	0.79139	67.2319	0.00042	0.00055	0.00033	0.17027	0.48823	0.0	0.04562	0.02615	0.00621	0.17233	0.00224
sim117	0.0	0.05	0.0	0.95	26.5	0.00019	0.00022	8e-05	0.74287	-0.38672	0.0	0.71809	0.12905	0.01212	-0.37903	0.10141	7.87208	7e-05	6e-05	6e-05	0.22369	0.68956	0.0	0.04831	0.04188	0.01073	0.25495	0.00206
sim118	0.3	0.05	0.1	0.55	186.23	0.00137	0.00153	0.00051	0.93713	-0.30817	0.0	0.73522	0.13955	0.01337	-0.35588	0.56117	45.15	0.00036	0.00037	0.00026	0.20242	0.58011	0.0	0.05173	0.03513	0.01065	0.2199	0.0032
sim119	0.65	0.05	0.25	0.05	404.95	0.00267	0.00333	0.00101	0.83846	-0.64668	0.0	0.73737	0.11971	0.00988	-0.43547	0.8147	89.38492	0.00065	0.00073	0.00052	0.19079	0.45051	0.0	0.04817	0.02514	0.00728	0.18996	0.00289
sim120	0.35	0.45	0.05	0.15	449.85	0.0032	0.0037	0.00124	0.89592	-0.43192	0.0	0.73643	0.12902	0.01007	-0.42939	0.79626	86.81635	0.00073	0.00071	0.0007	0.23997	0.5445	0.0	0.04329	0.02651	0.00768	0.18846	0.00238
sim121	0.35	0.05	0.6	0.0	316.57	0.0019	0.0026	0.00073	0.76232	-0.88069	0.0	0.74974	0.10654	0.00587	-0.54162	0.79611	61.59435	0.0004	0.00051	0.00035	0.16765	0.42428	0.0	0.04245	0.01924	0.0049	0.14375	0.00247
sim122	0.55	0.4	0.05	0.0	628.44	0.00432	0.00517	0.00152	0.921	-0.51981	0.0	0.74061	0.1245	0.00972	-0.43837	0.84771	138.72073	0.00102	0.00114	0.00077	0.17321	0.50725	0.0	0.05294	0.02464	0.00645	0.1661	0.00257
sim123	0.7	0.05	0.2	0.05	451.82	0.00301	0.00371	0.00116	0.85191	-0.59304	0.0	0.74347	0.11973	0.00913	-0.44669	0.82089	100.01519	0.00066	0.00082	0.00052	0.16471	0.49317	0.0	0.05048	0.0278	0.00811	0.1991	0.00232
sim124	0.1	0.55	0.25	0.1	353.17	0.00231	0.0029	0.00089	0.82918	-0.64792	0.0	0.74911	0.115	0.00793	-0.48273	0.78833	77.40358	0.0005	0.00064	0.00045	0.18301	0.52263	0.0	0.04997	0.0248	0.00644	0.17403	0.00249
sim125	0.4	0.3	0.2	0.1	389.53	0.0025	0.0032	0.0009	0.85473	-0.67811	0.0	0.72729	0.12067	0.01004	-0.43447	0.79898	81.52764	0.00049	0.00067	0.00052	0.16321	0.53244	0.0	0.05081	0.02319	0.00789	0.20566	0.00248
sim126	0.0	0.75	0.25	0.0	404.74	0.00257	0.00333	0.00092	0.8512	-0.74033	0.0	0.74706	0.11396	0.00879	-0.46965	0.82204	91.42327	0.00061	0.00075	0.00046	0.17663	0.46234	0.0	0.04977	0.02458	0.00675	0.18201	0.00241
sim127	0.45	0.1	0.2	0.25	306.17	0.00212	0.00252	0.00084	0.87124	-0.48932	0.0	0.73763	0.12793	0.01036	-0.4244	0.73616	67.85279	0.00051	0.00056	0.00041	0.19342	0.55099	0.0	0.05053	0.0282	0.00909	0.20481	0.00273
sim128	0.05	0.5	0.15	0.3	275.17	0.00188	0.00226	0.00075	0.84922	-0.51435	0.0	0.73849	0.12639	0.01133	-0.41394	0.71009	55.26631	0.0004	0.00045	0.00038	0.18849	0.59886	0.0	0.04914	0.03485	0.01089	0.23747	0.00294
sim129	0.15	0.5	0.0	0.35	342.82	0.00263	0.00282	0.00104	0.95648	-0.19462	0.0	0.74408	0.14688	0.01412	-0.33933	0.70999	67.6671	0.00059	0.00056	0.00048	0.20002	0.57507	0.0	0.04519	0.03684	0.0113	0.21727	0.00311
sim130	0.5	0.05	0.0	0.45	309.81	0.00241	0.00255	0.00093	0.98918	-0.15007	0.0	0.74506	0.14587	0.01249	-0.37407	0.6637	70.05823	0.00061	0.00058	0.00047	0.23656	0.56861	0.0	0.04817	0.03715	0.01015	0.19311	0.00277
sim131	0.1	0.55	0.1	0.25	329.77	0.00235	0.00271	0.00086	0.92625	-0.41198	0.0	0.74206	0.13008	0.01095	-0.40219	0.7434	71.10625	0.00056	0.00058	0.00038	0.18388	0.5254	0.0	0.04817	0.02917	0.00982	0.21638	0.00312
sim132	0.1	0.4	0.2	0.3	268.36	0.00183	0.00221	0.00068	0.87978	-0.52308	0.0	0.73498	0.12631	0.01078	-0.41194	0.70391	57.91452	0.0004	0.00048	0.00032	0.18486	0.53872	0.0	0.04845	0.03212	0.00908	0.20756	0.00266
sim133	0.0	0.2	0.8	0.0	267.34	0.00151	0.0022	0.00049	0.79246	-1.01182	0.0	0.73623	0.10634	0.00683	-0.52178	0.7746	59.16852	0.00029	0.00049	0.0002	0.11271	0.38123	0.0	0.05342	0.01904	0.00523	0.16762	0.00254
sim134	0.5	0.0	0.25	0.25	289.59	0.00198	0.00238	0.00072	0.88528	-0.53589	0.0	0.73882	0.12646	0.01005	-0.43427	0.73041	63.4234	0.00049	0.00052	0.00035	0.19208	0.51505	0.0	0.04602	0.0265	0.00874	0.21076	0.00278
sim135	0.35	0.1	0.15	0.4	247.44	0.00178	0.00203	0.00071	0.88864	-0.38136	0.0	0.73483	0.13286	0.01121	-0.39578	0.65998	52.82682	0.00042	0.00043	0.00033	0.20648	0.52703	0.0	0.05328	0.02978	0.00889	0.20518	0.00268
sim136	0.05	0.05	0.7	0.2	203.63	0.00126	0.00167	0.00048	0.78777	-0.76474	0.0	0.73963	0.11295	0.00807	-0.48553	0.69223	46.55759	0.00025	0.00038	0.00025	0.1627	0.55782	0.0	0.05345	0.02758	0.00854	0.21698	0.00278
sim137	0.7	0.0	0.05	0.25	438.82	0.00339	0.00361	0.00126	1.00385	-0.17905	0.0	0.72841	0.14523	0.01451	-0.32773	0.764	101.09076	0.00082	0.00083	0.00057	0.20902	0.50523	0.0	0.05964	0.031	0.0093	0.20543	0.00264
sim138	0.2	0.2	0.35	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim139	0.0	0.5	0.4	0.1	299.78	0.0019	0.00246	0.00071	0.81828	-0.73264	0.0	0.75207	0.11147	0.00708	-0.50974	0.77178	62.5422	0.00045	0.00051	0.00035	0.14197	0.52235	0.0	0.04856	0.02247	0.00683	0.18604	0.00285
sim140	0.35	0.35	0.0	0.3	417.75	0.00324	0.00343	0.00114	1.03755	-0.17944	0.0	0.74591	0.1429	0.01311	-0.36171	0.74027	81.87381	0.00076	0.00067	0.00052	0.21512	0.48424	0.0	0.05006	0.02783	0.00775	0.17746	0.00293
sim141	0.3	0.15	0.45	0.1	294.91	0.00188	0.00242	0.00071	0.82456	-0.71244	0.0	0.74625	0.11439	0.00769	-0.49405	0.77079	66.74663	0.00039	0.00055	0.00036	0.18571	0.4664	0.0	0.05103	0.02493	0.00605	0.17694	0.00266
sim142	0.0	0.55	0.45	0.0	314.26	0.00196	0.00258	0.00076	0.79774	-0.74597	0.0	0.73375	0.11487	0.00926	-0.45037	0.80441	67.34768	0.00038	0.00055	0.00037	0.15112	0.54285	0.0	0.04804	0.02392	0.00763	0.21298	0.00258
