simID	f0	f1	f2	f3	S_m	thetapi_m	thetaw_m	thetah_m	hprime_m	tajimasd_m	numSing_m	hapdiv_m	rsq_m	D_m	Dprime_m	div_m	S_sd	thetapi_sd	thetaw_sd	thetah_sd	hprime_sd	tajimasd_sd	numSing_sd	hapdiv_sd	rsq_sd	D_sd	Dprime_sd	div_sd
sim143	0.6	0.1	0.1	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sim144	0.75	0.15	0.1	0.0	591.88	0.00399	0.00486	0.0014	0.90668	-0.58335	0.0	0.74292	0.12046	0.00972	-0.44076	0.84612	127.14418	0.00099	0.00105	0.00068	0.18104	0.52993	0.0	0.04936	0.02684	0.00812	0.18861	0.00236
sim145	0.5	0.25	0.15	0.1	441.38	0.00296	0.00363	0.00111	0.87193	-0.58371	0.0	0.74429	0.12111	0.00951	-0.4438	0.80552	94.69929	0.00067	0.00078	0.00052	0.18104	0.47612	0.0	0.04764	0.02447	0.00741	0.18641	0.00266
sim146	0.4	0.2	0.3	0.1	343.58	0.00222	0.00282	0.00082	0.84154	-0.67966	0.0	0.73821	0.11906	0.0092	-0.45646	0.7878	75.6108	0.0005	0.00062	0.00042	0.18947	0.48636	0.0	0.04909	0.02612	0.00724	0.19416	0.00262
sim147	0.1	0.25	0.1	0.55	177.1	0.00127	0.00146	0.00049	0.88426	-0.41793	0.0	0.73205	0.13515	0.01086	-0.41488	0.55485	37.85605	0.00036	0.00031	0.00032	0.23409	0.63613	0.0	0.05441	0.03503	0.00958	0.21307	0.00323
sim148	0.2	0.55	0.2	0.05	405.84	0.00269	0.00334	0.00094	0.88597	-0.62371	0.0	0.74161	0.1211	0.00877	-0.46472	0.81317	81.36633	0.00058	0.00067	0.00045	0.18485	0.48627	0.0	0.05133	0.02788	0.00686	0.17103	0.00262
sim149	0.45	0.3	0.0	0.25	460.05	0.00359	0.00378	0.0014	0.98259	-0.14184	0.0	0.74078	0.14326	0.01309	-0.35246	0.76575	101.15239	0.00088	0.00083	0.00066	0.21719	0.56824	0.0	0.04731	0.03581	0.011	0.21883	0.00311
sim150	0.05	0.05	0.0	0.9	44.63	0.00034	0.00037	0.00013	0.85286	-0.24367	0.0	0.72804	0.14095	0.01226	-0.37582	0.1854	11.1859	0.0001	9e-05	8e-05	0.26003	0.63723	0.0	0.04462	0.03679	0.00985	0.21734	0.00256
sim151	0.5	0.05	0.05	0.4	298.1	0.00233	0.00245	0.00096	0.93752	-0.12398	0.0	0.7417	0.14459	0.01257	-0.37044	0.68258	63.51195	0.00054	0.00052	0.00044	0.24651	0.58192	0.0	0.04589	0.03171	0.0098	0.20656	0.00319
sim152	0.1	0.5	0.35	0.05	337.94	0.00212	0.00278	0.00078	0.82042	-0.74873	0.0	0.73732	0.11572	0.00877	-0.46661	0.79741	72.62646	0.00049	0.0006	0.0004	0.17859	0.51317	0.0	0.04912	0.02531	0.00712	0.18147	0.00242
sim153	0.15	0.15	0.0	0.7	141.48	0.00113	0.00116	0.00045	0.96073	-0.09748	0.0	0.73797	0.14872	0.01319	-0.35083	0.44577	33.54282	0.00031	0.00028	0.00022	0.25461	0.53169	0.0	0.05171	0.03269	0.0093	0.19079	0.00344
sim154	0.1	0.25	0.35	0.3	220.22	0.00146	0.00181	0.00054	0.8457	-0.62888	0.0	0.74021	0.11948	0.0086	-0.46198	0.6825	43.60418	0.00033	0.00036	0.00025	0.16131	0.47955	0.0	0.04794	0.02433	0.00704	0.18543	0.00292
sim155	0.0	0.05	0.65	0.3	178.08	0.00111	0.00146	0.0004	0.81738	-0.75531	0.0	0.74516	0.11687	0.00845	-0.47613	0.63883	41.33668	0.00024	0.00034	0.00017	0.14168	0.50037	0.0	0.04571	0.02922	0.00825	0.19917	0.00308
sim156	0.0	0.35	0.2	0.45	194.06	0.00132	0.00159	0.00051	0.85201	-0.522	0.0	0.75044	0.12245	0.00901	-0.45453	0.60799	49.61688	0.00034	0.00041	0.00028	0.18831	0.55042	0.0	0.04525	0.02749	0.00781	0.18912	0.00343
sim157	0.35	0.4	0.15	0.1	419.14	0.00278	0.00344	0.00103	0.86908	-0.609	0.0	0.74189	0.12233	0.00971	-0.44896	0.80298	82.98753	0.00064	0.00068	0.00056	0.18895	0.59561	0.0	0.04661	0.03026	0.00852	0.2045	0.00278
sim158	0.05	0.55	0.25	0.15	324.33	0.00207	0.00267	0.00074	0.84075	-0.72706	0.0	0.74423	0.1152	0.00791	-0.49584	0.76801	66.69273	0.00048	0.00055	0.00034	0.17349	0.47237	0.0	0.04964	0.0237	0.00585	0.16646	0.0026
sim159	0.25	0.5	0.15	0.1	408.96	0.00278	0.00336	0.00105	0.87444	-0.55904	0.0	0.74122	0.122	0.0098	-0.43403	0.80153	78.2095	0.00062	0.00064	0.00051	0.16846	0.50642	0.0	0.05147	0.02649	0.00783	0.19594	0.00247
sim160	0.0	0.9	0.05	0.05	510.81	0.0034	0.0042	0.00123	0.88635	-0.60208	0.0	0.73549	0.12046	0.00966	-0.44282	0.8239	105.72116	0.00074	0.00087	0.00062	0.16729	0.56242	0.0	0.05439	0.02804	0.00834	0.19799	0.00247
sim161	0.3	0.3	0.0	0.4	337.89	0.0026	0.00278	0.00096	1.00058	-0.19335	0.0	0.73971	0.14741	0.01343	-0.35624	0.68668	77.03218	0.00067	0.00063	0.00045	0.23102	0.53854	0.0	0.04551	0.03538	0.00844	0.16814	0.00324
sim162	0.2	0.1	0.1	0.6	152.09	0.00112	0.00125	0.00043	0.936	-0.28667	0.0	0.73864	0.14115	0.01304	-0.36638	0.51504	38.68706	0.00029	0.00032	0.00021	0.21172	0.58447	0.0	0.04582	0.03297	0.00978	0.2105	0.00275
sim163	0.45	0.0	0.45	0.1	302.0	0.00183	0.00248	0.00065	0.81427	-0.8374	0.0	0.74101	0.1105	0.00724	-0.51088	0.77364	64.94069	0.00039	0.00053	0.00034	0.14737	0.50239	0.0	0.04856	0.02413	0.00665	0.17245	0.00243
sim164	0.15	0.05	0.4	0.4	172.0	0.00118	0.00141	0.00046	0.84639	-0.50344	0.0	0.74069	0.1261	0.0112	-0.4145	0.61167	37.24096	0.00025	0.00031	0.00022	0.18609	0.58729	0.0	0.05357	0.03235	0.01151	0.25041	0.00314
sim165	0.25	0.2	0.15	0.4	239.0	0.00166	0.00196	0.00062	0.88981	-0.47532	0.0	0.74224	0.12842	0.01097	-0.40318	0.65789	54.09513	0.00039	0.00044	0.00033	0.18921	0.54173	0.0	0.04345	0.03003	0.0087	0.20197	0.00305
sim166	0.2	0.25	0.0	0.55	228.0	0.00178	0.00187	0.0007	0.96016	-0.1497	0.0	0.74326	0.14867	0.01245	-0.38404	0.58283	51.76364	0.0005	0.00043	0.00044	0.27343	0.66085	0.0	0.04575	0.03904	0.00915	0.16416	0.00277
sim167	0.2	0.15	0.2	0.45	197.44	0.00138	0.00162	0.00052	0.88519	-0.46884	0.0	0.73748	0.1281	0.0108	-0.40948	0.61279	42.85195	0.00032	0.00035	0.00024	0.19852	0.48687	0.0	0.04684	0.02818	0.00763	0.19119	0.00316
sim168	0.25	0.35	0.35	0.05	362.26	0.00227	0.00298	0.00085	0.81072	-0.75162	0.0	0.73976	0.11148	0.00861	-0.46643	0.79949	74.67067	0.00038	0.00061	0.00038	0.14605	0.47543	0.0	0.04837	0.02135	0.00844	0.21763	0.00243
sim169	0.35	0.05	0.25	0.35	237.27	0.00162	0.00195	0.00061	0.87652	-0.52442	0.0	0.73664	0.12164	0.01124	-0.40239	0.67312	56.18132	0.00039	0.00046	0.00029	0.16184	0.52832	0.0	0.04653	0.02774	0.0095	0.23712	0.003
sim170	0.7	0.0	0.0	0.3	496.37	0.00397	0.00408	0.00137	1.05864	-0.09824	0.0	0.74637	0.15106	0.01324	-0.36865	0.75066	122.83171	0.0015	0.00101	0.00078	0.273	0.64017	0.0	0.04651	0.03888	0.00731	0.14875	0.003
sim171	0.05	0.5	0.2	0.25	302.1	0.00197	0.00248	0.00072	0.8531	-0.65625	0.0	0.73791	0.11828	0.00931	-0.45192	0.72852	63.90405	0.00044	0.00053	0.00037	0.15796	0.54524	0.0	0.0496	0.02617	0.00762	0.18678	0.00285
sim172	0.1	0.05	0.6	0.25	201.02	0.00124	0.00165	0.00045	0.80413	-0.79911	0.0	0.74376	0.11118	0.00667	-0.51923	0.67717	42.19722	0.00025	0.00035	0.00021	0.15314	0.45756	0.0	0.0505	0.02246	0.0058	0.16494	0.00272
sim173	0.15	0.35	0.5	0.0	319.81	0.00196	0.00263	0.0007	0.81651	-0.82085	0.0	0.73028	0.11226	0.00885	-0.4627	0.80249	66.7847	0.00042	0.00055	0.00032	0.14945	0.43854	0.0	0.05454	0.0224	0.00727	0.19792	0.00251
sim174	0.05	0.45	0.05	0.45	253.11	0.00187	0.00208	0.00073	0.92254	-0.29633	0.0	0.74444	0.13698	0.01132	-0.40763	0.63827	61.65002	0.0005	0.00051	0.00041	0.22067	0.62709	0.0	0.04521	0.03599	0.01026	0.18938	0.00329
sim175	0.15	0.0	0.0	0.85	65.53	0.00052	0.00054	0.0002	0.92409	-0.11895	0.0	0.73134	0.15089	0.01376	-0.36529	0.26452	17.84244	0.00018	0.00015	0.00013	0.22798	0.67908	0.0	0.04443	0.04138	0.01118	0.20402	0.00278
sim176	0.05	0.65	0.1	0.2	369.21	0.00258	0.00303	0.00097	0.90041	-0.45993	0.0	0.74083	0.12712	0.01045	-0.41717	0.76423	74.25105	0.00058	0.00061	0.00047	0.17746	0.61489	0.0	0.0417	0.03211	0.01028	0.23065	0.00286
sim177	0.25	0.25	0.1	0.4	261.79	0.00185	0.00215	0.00066	0.93694	-0.44989	0.0	0.7341	0.13011	0.01103	-0.40406	0.66648	58.00162	0.00047	0.00048	0.00032	0.18049	0.51155	0.0	0.05677	0.02766	0.00725	0.17466	0.00269
sim178	0.1	0.55	0.2	0.15	335.41	0.00223	0.00276	0.00084	0.84975	-0.61609	0.0	0.73654	0.11809	0.00942	-0.44224	0.77407	70.71241	0.00048	0.00058	0.00038	0.15759	0.47435	0.0	0.0429	0.02211	0.00736	0.19218	0.00239
sim179	0.05	0.6	0.3	0.05	365.12	0.00234	0.003	0.00092	0.80572	-0.68775	0.0	0.75023	0.11469	0.00847	-0.47735	0.80125	82.90402	0.00047	0.00068	0.00042	0.17808	0.50002	0.0	0.04681	0.02442	0.00784	0.21173	0.00259
sim180	0.35	0.1	0.35	0.2	278.9	0.00181	0.00229	0.00069	0.83367	-0.67446	0.0	0.74166	0.11622	0.00831	-0.47236	0.73919	55.2172	0.00038	0.00045	0.00032	0.16368	0.44732	0.0	0.05006	0.02037	0.00613	0.17094	0.00297
sim181	0.1	0.0	0.5	0.4	159.29	0.00102	0.00131	0.00038	0.80983	-0.71381	0.0	0.73649	0.11572	0.00887	-0.46006	0.59477	33.51324	0.00022	0.00028	0.0002	0.14554	0.48099	0.0	0.04793	0.02399	0.00798	0.20109	0.00299
sim182	0.6	0.3	0.0	0.1	654.48	0.00491	0.00538	0.00187	0.96002	-0.27465	0.0	0.75123	0.13271	0.01072	-0.41422	0.82461	128.80519	0.00122	0.00106	0.00098	0.22804	0.6082	0.0	0.05201	0.03628	0.01111	0.20612	0.00235
sim183	0.35	0.3	0.05	0.3	362.45	0.00265	0.00298	0.00094	0.97189	-0.3405	0.0	0.73802	0.13649	0.01177	-0.39474	0.73256	74.20016	0.00056	0.00061	0.00045	0.21202	0.49571	0.0	0.0485	0.02981	0.00772	0.17915	0.00297
sim184	0.1	0.3	0.05	0.55	194.4	0.00148	0.0016	0.00062	0.8972	-0.21332	0.0	0.7524	0.13939	0.0108	-0.40338	0.56694	45.87951	0.00038	0.00038	0.00028	0.25326	0.52144	0.0	0.04614	0.02895	0.00917	0.19831	0.00313
sim185	0.05	0.0	0.1	0.85	53.29	0.00037	0.00044	0.00013	0.85891	-0.46579	0.0	0.72743	0.13044	0.01123	-0.40148	0.21955	16.52197	0.00013	0.00014	9e-05	0.19026	0.62549	0.0	0.04483	0.0328	0.00871	0.21277	0.00261
sim186	0.05	0.1	0.8	0.05	237.41	0.00139	0.00195	0.00052	0.75921	-0.90805	0.0	0.74004	0.10839	0.0075	-0.50504	0.75462	51.85724	0.00028	0.00043	0.0003	0.18617	0.47256	0.0	0.0538	0.02226	0.00638	0.19528	0.00303
sim187	0.25	0.25	0.05	0.45	253.74	0.00191	0.00209	0.00074	0.95458	-0.25813	0.0	0.73589	0.13914	0.01176	-0.38217	0.64471	50.80834	0.00046	0.00042	0.00035	0.19049	0.4888	0.0	0.04889	0.02812	0.008	0.18072	0.00297
sim188	0.25	0.4	0.0	0.35	352.26	0.00266	0.0029	0.00099	0.97861	-0.23737	0.0	0.73827	0.14146	0.0133	-0.35862	0.71242	82.58875	0.00071	0.00068	0.00051	0.19693	0.60832	0.0	0.05232	0.03632	0.01119	0.21861	0.00309
sim189	0.9	0.1	0.0	0.0	840.13	0.00653	0.00691	0.00239	1.01201	-0.16856	0.0	0.7453	0.14	0.01272	-0.36652	0.85942	208.30483	0.00198	0.00171	0.00124	0.20036	0.60126	0.0	0.04291	0.03421	0.01004	0.20462	0.00242
sim190	0.55	0.05	0.0	0.4	365.35	0.0029	0.003	0.00105	1.04379	-0.10537	0.0	0.7355	0.15001	0.01423	-0.33938	0.69497	91.25338	0.00091	0.00075	0.00059	0.21462	0.58085	0.0	0.04989	0.0326	0.00972	0.19943	0.00305
sim191	0.1	0.2	0.0	0.7	131.47	0.00102	0.00108	0.0004	0.9476	-0.15256	0.0	0.73362	0.15005	0.01366	-0.35937	0.44303	32.28079	0.00028	0.00027	0.0002	0.24327	0.59728	0.0	0.0522	0.04214	0.00994	0.21114	0.00314
sim192	0.15	0.15	0.6	0.1	260.67	0.00166	0.00214	0.00065	0.80012	-0.70167	0.0	0.7456	0.11614	0.00806	-0.48361	0.75328	55.49029	0.00034	0.00046	0.0003	0.1734	0.50206	0.0	0.04502	0.02421	0.00688	0.19266	0.00292
sim193	0.15	0.45	0.15	0.25	306.92	0.00204	0.00252	0.00075	0.86643	-0.60745	0.0	0.73925	0.1226	0.00836	-0.4728	0.73785	67.53745	0.00048	0.00056	0.00039	0.18778	0.4984	0.0	0.05056	0.02523	0.00608	0.15694	0.0029
sim194	0.3	0.0	0.2	0.5	177.58	0.00123	0.00146	0.00045	0.89766	-0.48106	0.0	0.73882	0.13006	0.00991	-0.43241	0.5786	40.37656	0.00029	0.00033	0.00021	0.17739	0.48992	0.0	0.0508	0.02896	0.00761	0.17514	0.00339
sim195	0.0	0.25	0.4	0.35	189.25	0.0012	0.00156	0.00046	0.80225	-0.69659	0.0	0.73788	0.11578	0.00835	-0.46087	0.64275	44.5694	0.00024	0.00037	0.00022	0.15235	0.48385	0.0	0.04781	0.02363	0.00679	0.19438	0.00253
sim196	0.05	0.0	0.35	0.6	109.01	0.00071	0.0009	0.00027	0.82042	-0.63956	0.0	0.73347	0.12396	0.00983	-0.43872	0.45048	26.71265	0.00019	0.00022	0.00013	0.18958	0.55879	0.0	0.04996	0.03315	0.00918	0.2236	0.00296
sim197	0.0	0.55	0.1	0.35	261.18	0.00184	0.00215	0.00077	0.83748	-0.4482	0.0	0.74873	0.12804	0.00977	-0.44518	0.68952	55.79786	0.00042	0.00046	0.00044	0.22543	0.57923	0.0	0.05495	0.03451	0.00896	0.2161	0.00287
sim198	0.45	0.2	0.1	0.25	356.21	0.00258	0.00293	0.001	0.91486	-0.37772	0.0	0.74469	0.133	0.01111	-0.40486	0.75061	75.58396	0.0006	0.00062	0.00053	0.21352	0.5148	0.0	0.04915	0.02995	0.009	0.2016	0.00274
sim199	0.15	0.0	0.45	0.4	171.53	0.00108	0.00141	0.00041	0.78766	-0.73501	0.0	0.74467	0.11628	0.00747	-0.4988	0.60337	36.95191	0.00025	0.0003	0.00022	0.19115	0.51172	0.0	0.05049	0.02445	0.00684	0.18582	0.00324
sim200	0.7	0.15	0.0	0.15	621.52	0.00465	0.00511	0.00167	0.99031	-0.26013	0.0	0.74131	0.13781	0.01271	-0.36831	0.81032	137.63944	0.00111	0.00113	0.00083	0.17851	0.60132	0.0	0.04158	0.03479	0.00943	0.20102	0.00268
sim201	0.0	0.55	0.05	0.4	255.09	0.0019	0.0021	0.00076	0.91888	-0.27804	0.0	0.73814	0.13737	0.01249	-0.36867	0.66822	63.05234	0.00051	0.00052	0.00037	0.20621	0.61278	0.0	0.05166	0.03158	0.01033	0.20488	0.00292
sim202	0.6	0.15	0.2	0.05	449.87	0.00294	0.0037	0.00109	0.85312	-0.65333	0.0	0.74255	0.11669	0.00945	-0.44827	0.81906	88.64578	0.00062	0.00073	0.00049	0.16778	0.50422	0.0	0.04298	0.025	0.0067	0.18038	0.00232
sim203	0.25	0.25	0.35	0.15	303.33	0.00193	0.00249	0.00068	0.84392	-0.74247	0.0	0.73451	0.11473	0.00847	-0.46922	0.75991	61.04694	0.00041	0.0005	0.00028	0.14958	0.38753	0.0	0.05257	0.02071	0.00657	0.18415	0.00275
sim204	0.0	0.25	0.5	0.25	209.97	0.00135	0.00173	0.0005	0.83015	-0.69917	0.0	0.74147	0.11733	0.00818	-0.47489	0.68864	48.82011	0.00035	0.0004	0.00026	0.16806	0.51267	0.0	0.04679	0.02113	0.00723	0.19679	0.00325
sim205	0.0	0.05	0.2	0.75	72.73	0.00051	0.0006	0.00019	0.85731	-0.42447	0.0	0.72557	0.13706	0.01189	-0.38507	0.32004	19.4021	0.00014	0.00016	0.0001	0.21478	0.55606	0.0	0.04816	0.03301	0.00891	0.22841	0.00304
sim206	0.35	0.2	0.35	0.1	326.01	0.00214	0.00268	0.0009	0.78323	-0.60898	0.0	0.74788	0.11598	0.00875	-0.46633	0.78208	75.88701	0.00046	0.00062	0.00042	0.17499	0.5713	0.0	0.04879	0.02765	0.00893	0.23786	0.00253
sim207	0.15	0.0	0.1	0.75	87.08	0.00063	0.00072	0.00026	0.8611	-0.33724	0.0	0.73566	0.13454	0.01068	-0.39861	0.35635	20.62443	0.00017	0.00017	0.00015	0.20451	0.5961	0.0	0.04832	0.03438	0.00782	0.17704	0.00281
sim208	0.5	0.3	0.2	0.0	443.05	0.003	0.00364	0.00123	0.82549	-0.56408	0.0	0.74895	0.12114	0.00928	-0.45506	0.83306	87.17362	0.00069	0.00072	0.00065	0.19565	0.58379	0.0	0.04768	0.03605	0.01179	0.22106	0.00219
sim209	0.35	0.55	0.05	0.05	540.01	0.00383	0.00444	0.00146	0.91724	-0.40221	0.0	0.7414	0.13122	0.01147	-0.40804	0.83019	112.33828	0.00076	0.00092	0.00078	0.24392	0.59656	0.0	0.05053	0.03211	0.00895	0.22113	0.00238
sim210	0.0	0.2	0.3	0.5	152.42	0.00102	0.00125	0.00038	0.85739	-0.55839	0.0	0.72523	0.12895	0.01181	-0.38326	0.55015	35.16403	0.00024	0.00029	0.00019	0.16848	0.58369	0.0	0.0502	0.03305	0.00977	0.23431	0.00305
sim211	0.3	0.4	0.25	0.05	398.55	0.00261	0.00328	0.00098	0.84188	-0.65723	0.0	0.7431	0.11692	0.00849	-0.46599	0.80988	84.08466	0.00059	0.00069	0.00049	0.17782	0.49947	0.0	0.04924	0.02332	0.0064	0.17307	0.00259
sim212	0.85	0.0	0.0	0.15	699.14	0.00559	0.00575	0.00212	1.02644	-0.08606	0.0	0.74409	0.14951	0.01426	-0.33118	0.81446	162.87524	0.00162	0.00134	0.00123	0.23812	0.54527	0.0	0.04634	0.03432	0.00878	0.17755	0.00277
sim213	0.0	0.1	0.1	0.8	68.54	0.0005	0.00056	0.00019	0.89067	-0.35745	0.0	0.73235	0.1352	0.01126	-0.40785	0.28658	17.78288	0.00017	0.00015	0.00011	0.22688	0.63977	0.0	0.04745	0.03601	0.00952	0.21974	0.00255
sim214	0.0	0.3	0.55	0.15	246.46	0.00148	0.00203	0.00054	0.78228	-0.84264	0.0	0.7319	0.1096	0.00789	-0.48728	0.73379	55.99719	0.00031	0.00046	0.00027	0.14312	0.52248	0.0	0.05348	0.02275	0.00696	0.19199	0.00262
sim215	0.2	0.7	0.1	0.0	505.55	0.00333	0.00416	0.00123	0.85777	-0.64357	0.0	0.74807	0.1165	0.00926	-0.45068	0.83814	110.03254	0.00076	0.0009	0.00061	0.16711	0.46797	0.0	0.04668	0.02232	0.00745	0.18595	0.00254
sim216	0.05	0.5	0.1	0.35	273.73	0.00202	0.00225	0.00083	0.88845	-0.29845	0.0	0.74171	0.13123	0.0116	-0.38824	0.6906	58.32318	0.00047	0.00048	0.0004	0.17983	0.62632	0.0	0.04683	0.03164	0.01163	0.23911	0.00277
sim217	0.2	0.25	0.45	0.1	290.5	0.00181	0.00239	0.00063	0.83614	-0.76882	0.0	0.73132	0.11309	0.00901	-0.45251	0.77	62.72668	0.0004	0.00052	0.0003	0.1464	0.51786	0.0	0.05176	0.02274	0.00708	0.1949	0.00287
sim218	0.05	0.1	0.4	0.45	148.12	0.00098	0.00122	0.0004	0.7966	-0.59503	0.0	0.73726	0.12442	0.00937	-0.45992	0.57236	32.50929	0.00021	0.00027	0.00022	0.23171	0.59411	0.0	0.04959	0.0308	0.00747	0.20191	0.00321
sim219	0.2	0.0	0.35	0.45	167.05	0.00108	0.00137	0.00041	0.80987	-0.66285	0.0	0.73562	0.12375	0.00884	-0.46903	0.58559	35.01699	0.00024	0.00029	0.00024	0.18645	0.61619	0.0	0.04772	0.03201	0.00863	0.20564	0.00307
sim220	0.35	0.35	0.1	0.2	383.01	0.0027	0.00315	0.00111	0.85026	-0.44777	0.0	0.74155	0.12808	0.00991	-0.42633	0.77064	85.41917	0.00068	0.0007	0.00059	0.18709	0.54732	0.0	0.04947	0.02786	0.00956	0.20855	0.00237
sim221	0.0	0.65	0.3	0.05	357.95	0.00227	0.00294	0.00086	0.81536	-0.71825	0.0	0.7417	0.11628	0.00838	-0.48217	0.80085	73.34606	0.00041	0.0006	0.00043	0.16104	0.49148	0.0	0.05232	0.02389	0.00784	0.20034	0.00273
sim222	0.5	0.25	0.0	0.25	465.16	0.00349	0.00382	0.00127	0.97615	-0.28179	0.0	0.74125	0.14003	0.01175	-0.39449	0.76722	107.27061	0.00096	0.00088	0.0007	0.21322	0.59243	0.0	0.04831	0.03269	0.00818	0.17939	0.00251
sim223	0.25	0.3	0.25	0.2	301.37	0.00199	0.00248	0.00077	0.83375	-0.62673	0.0	0.74567	0.11916	0.00853	-0.47046	0.74945	63.89901	0.00041	0.00053	0.00035	0.17887	0.44866	0.0	0.04793	0.02432	0.0073	0.18957	0.00291
sim224	0.4	0.05	0.25	0.3	257.84	0.00176	0.00212	0.00067	0.86639	-0.53626	0.0	0.73913	0.12162	0.00926	-0.44073	0.70278	51.58962	0.0004	0.00042	0.00032	0.19515	0.48903	0.0	0.04594	0.02333	0.00702	0.18452	0.00285
sim225	0.2	0.65	0.0	0.15	503.11	0.00351	0.00414	0.00121	0.9479	-0.46325	0.0	0.74186	0.12833	0.01121	-0.4154	0.79896	123.5648	0.00084	0.00102	0.00057	0.15913	0.50424	0.0	0.04787	0.02954	0.00923	0.1992	0.00262
sim226	0.3	0.05	0.0	0.65	164.87	0.00129	0.00136	0.00049	0.97942	-0.16547	0.0	0.73489	0.15053	0.01435	-0.34235	0.50155	39.68478	0.00039	0.00033	0.00025	0.23078	0.56262	0.0	0.04473	0.03737	0.00911	0.19805	0.00331
sim227	0.6	0.25	0.0	0.15	605.98	0.00455	0.00498	0.00172	0.96196	-0.24656	0.0	0.74623	0.13597	0.01188	-0.3911	0.80815	126.04801	0.001	0.00104	0.00084	0.22112	0.57586	0.0	0.03958	0.03288	0.00883	0.18593	0.00253
sim228	0.2	0.3	0.45	0.05	335.93	0.00211	0.00276	0.00079	0.81315	-0.74511	0.0	0.74571	0.11303	0.008	-0.48866	0.78919	71.65705	0.00041	0.00059	0.00039	0.17159	0.48325	0.0	0.04529	0.02381	0.00736	0.19587	0.00278
sim229	0.0	0.45	0.35	0.2	259.84	0.00169	0.00214	0.00066	0.81831	-0.63431	0.0	0.7294	0.1217	0.0103	-0.42626	0.73312	59.3389	0.00034	0.00049	0.00035	0.16468	0.54948	0.0	0.04518	0.02681	0.00867	0.23005	0.00265
sim230	0.45	0.25	0.0	0.3	425.93	0.00333	0.0035	0.00137	0.95147	-0.1471	0.0	0.7496	0.1413	0.01154	-0.38531	0.74311	92.42122	0.0008	0.00076	0.00072	0.24779	0.50124	0.0	0.05129	0.03058	0.00856	0.16687	0.00273
sim231	0.25	0.1	0.15	0.5	187.26	0.00138	0.00154	0.00053	0.91322	-0.33469	0.0	0.73746	0.13582	0.0122	-0.37992	0.58759	47.75519	0.00041	0.00039	0.00028	0.23589	0.51986	0.0	0.0483	0.03118	0.00919	0.21919	0.00324
sim232	0.0	0.9	0.0	0.1	529.12	0.00359	0.00435	0.00135	0.87678	-0.53006	0.0	0.74398	0.12296	0.00927	-0.45551	0.81288	117.30555	0.00069	0.00096	0.0006	0.1639	0.51777	0.0	0.04667	0.02539	0.00827	0.20082	0.00243
sim233	0.0	0.6	0.1	0.3	295.65	0.00213	0.00243	0.00088	0.85722	-0.38944	0.0	0.74347	0.13093	0.00985	-0.43629	0.71676	63.24434	0.00052	0.00052	0.00048	0.21874	0.60297	0.0	0.04411	0.03258	0.00862	0.19695	0.0029
sim234	0.1	0.15	0.0	0.75	109.47	0.00083	0.0009	0.00032	0.94341	-0.21665	0.0	0.73378	0.14603	0.01374	-0.3531	0.38889	26.92356	0.00023	0.00022	0.00017	0.21129	0.5675	0.0	0.05343	0.03795	0.01032	0.21523	0.00311
sim235	0.15	0.0	0.65	0.2	214.11	0.0013	0.00176	0.00047	0.78706	-0.82686	0.0	0.74051	0.11383	0.0071	-0.50795	0.70012	51.86129	0.00028	0.00043	0.00024	0.1538	0.48389	0.0	0.04739	0.02425	0.00508	0.15365	0.00289
sim236	0.2	0.25	0.1	0.45	233.69	0.00171	0.00192	0.00067	0.90562	-0.34476	0.0	0.74164	0.13578	0.01103	-0.41504	0.63245	52.29727	0.00044	0.00043	0.0004	0.24676	0.60066	0.0	0.04457	0.0331	0.00894	0.19696	0.00302
sim237	0.05	0.2	0.45	0.3	210.53	0.00139	0.00173	0.00054	0.82041	-0.61353	0.0	0.75048	0.11862	0.00849	-0.46878	0.66713	46.84952	0.00029	0.00039	0.00026	0.16366	0.50887	0.0	0.04331	0.02783	0.00788	0.1973	0.00267
sim238	0.3	0.35	0.1	0.25	351.65	0.00248	0.00289	0.00097	0.88972	-0.43114	0.0	0.75059	0.12699	0.00946	-0.44624	0.74767	73.48351	0.00057	0.0006	0.00049	0.22866	0.56726	0.0	0.05112	0.03086	0.00758	0.17707	0.00278
sim239	0.05	0.05	0.9	0.0	249.12	0.00146	0.00205	0.00054	0.76369	-0.90283	0.0	0.74901	0.10949	0.00678	-0.52736	0.76676	49.97197	0.00026	0.00041	0.00024	0.15121	0.51866	0.0	0.04869	0.02782	0.00686	0.19759	0.00247
sim240	0.15	0.4	0.05	0.4	282.53	0.00202	0.00232	0.00077	0.9052	-0.40827	0.0	0.74169	0.1298	0.01047	-0.42796	0.67265	65.70864	0.00049	0.00054	0.00041	0.2178	0.53958	0.0	0.0537	0.03058	0.00936	0.20188	0.00292
sim241	0.6	0.15	0.15	0.1	457.15	0.00306	0.00376	0.00118	0.84237	-0.58946	0.0	0.74512	0.11904	0.00856	-0.46613	0.80768	103.01283	0.00074	0.00085	0.00064	0.19484	0.53031	0.0	0.0562	0.02311	0.0062	0.17456	0.00258
